"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"068401","華新永豐75購01","1,670,000","37","988,130","0.58","0.64","0.56","0.61","+","0.06","0.61","7","0.62","10","18.00",
"068402","華通永豐75購01","143,000","4","64,510","0.40","0.49","0.40","0.47","+","0.07","0.48","10","0.49","10","40.00",
"068403","致茂永豐75購01","59,000","2","39,530","0.67","0.67","0.67","0.67","-","0.03","0.59","10","0.60","10","159.50",
"068404","矽創永豐75購01","200,000","4","154,000","0.77","0.77","0.77","0.77","+","0.02","0.78","10","0.79","10","84.70",
"068405","和大凱基75購01","8,000","3","13,080","1.65","1.65","1.62","1.62","-","0.04","1.60","30","1.63","30","145.50",
"068406","和大凱基75購02","188,000","5","256,740","1.37","1.37","1.33","1.35","-","0.07","1.35","30","1.37","30","145.50",
"068407","晶電凱基75購05","334,000","15","165,180","0.45","0.50","0.43","0.50","+","0.01","0.50","30","0.56","20","45.75",
"068408","全新凱基75購02","0","0","0","--","--","--","--"," ","0.00","2.50","30","2.60","30","95.00",
"068409","全新凱基75購03","678,000","35","1,260,840","1.79","1.98","1.64","1.97","+","0.10","1.96","30","1.97","28","95.00",
"068410","日友凱基75購01","256,000","26","370,630","1.47","1.49","1.38","1.38","-","0.08","1.40","30","1.42","1","255.00",
"068411","友達日盛75購01","0","0","0","--","--","--","--"," ","0.00","0.46","499","0.47","300","12.35",
"068412","亞德客群益75購02","80,000","6","133,700","1.78","1.78","1.59","1.65","-","0.02","1.49","25","1.55","10","523.00",
"068413","上銀群益76購03","40,000","4","26,350","0.66","0.67","0.65","0.67","-","0.09","0.66","25","0.67","10","320.00",
"068414","旺宏群益75購01","20,000","1","16,000","0.80","0.80","0.80","0.80","-","0.16","0.68","25","0.78","10","43.60",
"068415","台光電群益75購02","0","0","0","--","--","--","--"," ","0.00","0.53","25","0.63","10","104.00",
"068416","晶電群益76購01","0","0","0","--","--","--","--"," ","0.00","0.47","25","0.57","10","45.75",
"068417","晶電群益76購02","0","0","0","--","--","--","--"," ","0.00","0.43","25","0.53","10","45.75",
"068418","京元電群益75購02","953,000","20","877,200","0.86","1.11","0.86","1.11","+","0.15","1.11","25","1.13","10","30.95",
"068419","強茂群益75購01","1,824,000","38","3,375,620","1.41","2.11","1.41","1.85","+","0.61","1.83","25","1.84","10","32.40",
"068420","鎧勝群益75購03","2,562,000","25","1,413,180","0.55","0.58","0.54","0.58","-","0.02","0.57","25","0.58","10","101.50",
"068421","華東群益75購01","285,000","2","166,300","0.59","0.59","0.58","0.58","-","0.03","0.57","25","0.58","10","16.10",
"068422","華新元大75購01","462,000","33","797,920","1.69","1.85","1.66","1.79","+","0.21","1.79","99","1.82","100","18.00",
"068423","宏碁元大75購01","50,000","6","386,500","7.70","7.85","7.60","7.75","+","0.05","7.20","100","7.30","10","23.85",
"068424","晶電元大75購05","0","0","0","--","--","--","--"," ","0.00","0.37","100","0.45","10","45.75",
"068425","華新科元大75購01","15,000","3","36,850","2.52","2.52","2.33","2.33","-","0.16","2.20","100","2.25","10","101.50",
"068426","智原元大75購01","9,000","2","17,880","1.90","2.16","1.90","2.16","X","0.00","2.16","100","2.26","10","57.30",
"068427","群創元大75購01","30,000","2","19,100","0.64","0.64","0.63","0.63","-","0.01","0.63","100","0.64","100","12.45",
"068428","長虹元大75購01","1,550,000","40","1,084,400","0.63","0.74","0.63","0.73","+","0.10","0.72","100","0.73","90","79.00",
"068429","華新國泰77購01","608,000","21","1,036,670","1.70","1.82","1.65","1.76","+","0.16","1.78","350","1.82","100","18.00",
"068430","京鼎國泰76購01","378,000","6","381,360","1.00","1.02","1.00","1.02","+","0.03","0.95","499","0.96","140","207.00",
"068431","晶電統一76購02","275,000","21","81,380","0.31","0.34","0.28","0.34"," ","0.00","0.33","10","0.34","10","45.75",
"068432","群創統一76購01","0","0","0","--","--","--","--"," ","0.00","0.48","108","0.49","108","12.45",
"068433","精英元富75購01","0","0","0","--","--","--","--"," ","0.00","0.14","25","0.15","25","19.80",
"068434","晶電元富75購02","0","0","0","--","--","--","--"," ","0.00","0.49","25","--","0","45.75",
"068435","晶電元富75購03","0","0","0","--","--","--","--"," ","0.00","0.30","25","--","0","45.75",
"068436","京鼎元富76購01","0","0","0","--","--","--","--"," ","0.00","0.47","25","0.48","25","207.00",
"068437","樺漢元富75購01","70,000","3","67,700","0.97","0.97","0.95","0.95","-","0.05","0.94","25","0.96","25","444.00",
"068438","滬深2X康和75購01","263,000","34","232,780","0.76","0.98","0.75","0.98","+","0.20","0.96","10","0.98","21","19.69",
"068439","晶電康和75購01","129,000","5","18,060","0.14","0.14","0.14","0.14","-","0.01","0.14","70","0.15","10","45.75",
"068440","凌巨康和75購01","100,000","3","27,000","0.27","0.27","0.27","0.27","+","0.01","0.26","20","0.27","10","19.20",
"068441","美律台新75購01","61,000","5","28,820","0.48","0.48","0.44","0.44","-","0.11","0.48","20","0.49","20","0.00",
"068442","上銀永豐75購01","22,000","3","12,340","0.55","0.57","0.55","0.57","-","0.02","0.56","10","0.57","10","320.00",
"068443","可成永豐75購01","0","0","0","--","--","--","--"," ","0.00","0.39","10","0.40","10","330.00",
"068444","欣興永豐75購01","115,000","5","24,270","0.19","0.23","0.19","0.23","+","0.04","0.21","10","0.22","10","16.80",
"068445","隆達永豐75購01","20,000","3","32,200","1.63","1.63","1.59","1.59","-","0.04","1.56","10","1.58","10","26.40",
"068446","晶電凱基75購07","33,000","12","15,320","0.45","0.52","0.43","0.52","X","0.00","0.52","30","0.62","30","45.75",
"068447","群創凱基75購04","0","0","0","--","--","--","--"," ","0.00","0.64","30","0.66","30","12.45",
"068448","宏盛日盛75購01","1,748,000","66","1,943,800","1.07","1.16","1.05","1.16","+","0.06","1.15","25","1.16","15","26.45",
"068449","信邦日盛75購01","0","0","0","--","--","--","--"," ","0.00","0.94","20","0.96","10","85.40",
"068450","臺指反群益75購01","0","0","0","--","--","--","--"," ","0.00","0.62","25","0.63","10","14.86",
"068451","中石化群益75購02","5,000","1","8,450","1.69","1.69","1.69","1.69","-","0.09","1.69","25","1.74","10","15.40",
"068452","鴻海群益75購01","15,000","2","5,300","0.36","0.36","0.35","0.35","-","0.02","0.33","25","0.34","10","95.00",
"068453","晶電群益75購09","0","0","0","--","--","--","--"," ","0.00","0.47","25","0.48","10","45.75",
"068454","晶電群益75購10","20,000","2","5,300","0.25","0.28","0.25","0.28","X","0.00","0.28","25","0.30","10","45.75",
"068455","台郡群益76購01","199,000","1","69,650","0.35","0.35","0.35","0.35","+","0.05","0.37","25","0.38","10","111.00",
"068456","日友群益75購01","0","0","0","--","--","--","--"," ","0.00","2.63","25","2.71","10","255.00",
"068457","上証2X元大75購04","260,000","17","411,410","1.38","1.69","1.35","1.66","+","0.30","1.69","100","1.70","101","51.85",
"068458","華通元大75購02","5,000","2","5,080","0.98","1.07","0.98","1.07","+","0.05","1.08","100","1.09","100","40.00",
"068459","鴻海元大75購05","5,000","1","800","0.16","0.16","0.16","0.16","-","0.02","0.16","100","0.17","100","95.00",
"068460","致茂元大75購03","277,000","14","337,060","1.30","1.30","1.15","1.16","-","0.07","1.16","100","1.18","100","159.50",
"068461","凌陽元大75購01","116,000","4","76,500","0.65","0.75","0.65","0.75","+","0.13","0.74","100","0.75","99","17.00",
"068462","南亞科元大75購03","584,000","23","635,730","1.03","1.15","1.02","1.10","+","0.14","1.07","100","1.08","100","78.00",
"068463","聯發科元大75購06","357,000","15","119,270","0.35","0.35","0.32","0.34","-","0.02","0.33","100","0.34","129","291.50",
"068464","可成元大75購02","605,000","11","1,164,120","1.86","2.04","1.81","1.91","-","0.03","1.91","100","1.96","1","330.00",
"068465","華新科元大75購02","0","0","0","--","--","--","--"," ","0.00","2.21","100","2.26","10","101.50",
"068466","國泰金元大75購02","253,000","5","390,800","1.52","1.60","1.52","1.60","X","0.00","1.55","10","1.58","100","54.20",
"068467","緯創元大75購01","335,000","10","216,570","0.67","0.67","0.60","0.61","-","0.01","0.60","100","0.61","100","23.80",
"068468","貿聯元大75購02","233,000","12","268,790","1.14","1.17","1.12","1.17","+","0.03","1.16","100","1.18","100","282.00",
"068469","和碩元大75購01","1,167,000","28","784,410","0.68","0.69","0.65","0.69","+","0.01","0.68","100","0.69","101","72.10",
"068470","鎧勝元大75購02","127,000","4","54,030","0.43","0.43","0.39","0.39","-","0.04","0.40","100","0.41","100","101.50",
"068471","鎧勝元大75購03","615,000","11","271,600","0.46","0.46","0.43","0.44","-","0.03","0.43","100","0.44","100","101.50",
"068472","今國光元大75購01","10,000","1","5,500","0.55","0.55","0.55","0.55","X","0.00","0.55","100","0.56","100","35.50",
"068473","CFA50統一75購01","414,000","14","447,100","0.99","1.12","0.99","1.12","+","0.13","1.12","148","1.13","168","21.60",
"068474","滬深2X統一76購02","629,000","18","903,590","1.26","1.48","1.26","1.46","+","0.26","1.46","308","1.48","308","19.69",
"068475","晶電統一76購03","935,000","19","541,110","0.57","0.59","0.51","0.59","-","0.07","0.59","100","0.60","208","45.75",
"068476","晶電統一77購01","301,000","4","637,480","2.18","2.18","2.04","2.04","-","0.41","2.21","10","2.29","10","45.75",
"068477","佳世達元富75購01","32,000","2","18,430","0.57","0.58","0.57","0.58","X","0.00","0.57","25","0.58","25","21.45",
"068478","致茂元富75購01","2,841,000","51","2,162,350","0.86","0.86","0.74","0.76","-","0.09","0.76","45","0.80","25","159.50",
"068479","美律元富75購01","186,000","1","65,100","0.35","0.35","0.35","0.35","X","0.00","0.35","25","0.36","25","197.00",
"068480","晶電元富75購05","0","0","0","--","--","--","--"," ","0.00","0.37","25","0.38","25","45.75",
"068481","義隆元富75購01","90,000","1","35,100","0.39","0.39","0.39","0.39","-","0.05","0.39","25","0.40","25","45.25",
"068482","日月光康和75購01","75,000","4","81,340","1.09","1.09","1.08","1.09","-","0.01","1.10","10","1.11","10","38.30",
"068483","統一國票75購02","262,000","7","288,270","1.02","1.24","1.02","1.21","+","0.26","1.20","25","1.21","8","67.20",
"068484","儒鴻國票75購02","61,000","2","15,270","0.27","0.27","0.25","0.25","+","0.01","0.24","35","0.25","10","297.00",
"068485","亞德客國票75購01","79,000","8","102,030","1.32","1.32","1.27","1.27","+","0.13","1.15","25","1.16","10","523.00",
"068486","華新國票75購01","237,000","12","336,660","1.38","1.50","1.38","1.50","+","0.17","1.49","25","1.53","25","18.00",
"068487","中鋼國票75購01","268,000","10","139,280","0.52","0.52","0.51","0.51","-","0.02","0.50","125","0.51","2","24.70",
"068488","燁輝國票75購01","363,000","15","413,540","1.11","1.16","1.11","1.12","+","0.06","1.11","25","1.12","5","12.25",
"068489","為升國票75購01","402,000","5","164,860","0.38","0.43","0.38","0.43","X","0.00","0.45","35","0.46","35","284.00",
"068490","國巨國票75購01","2,000","1","6,420","3.21","3.21","3.21","3.21","-","0.24","3.31","25","3.32","10","354.00",
"068491","台積電國票75購01","267,000","2","66,750","0.25","0.25","0.25","0.25","+","0.04","0.25","25","0.26","10","232.50",
"068492","旺宏國票75購01","0","0","0","--","--","--","--"," ","0.00","0.36","25","0.37","10","43.60",
"068493","佳世達國票75購01","159,000","4","89,440","0.56","0.60","0.56","0.60","+","0.02","0.60","25","0.61","10","21.45",
"068494","台光電國票75購02","320,000","31","97,500","0.29","0.34","0.29","0.34","+","0.05","0.35","25","0.36","20","104.00",
"068495","晶電國票75購01","0","0","0","--","--","--","--"," ","0.00","0.24","25","0.25","10","45.75",
"068496","聯發科國票75購02","0","0","0","--","--","--","--"," ","0.00","0.34","25","0.35","35","291.50",
"068497","欣興國票75購01","201,000","5","52,300","0.26","0.30","0.26","0.30","-","0.01","0.31","25","0.32","35","16.80",
"068498","鎧勝國票75購01","30,000","3","7,300","0.24","0.25","0.24","0.25","-","0.02","0.24","25","0.25","35","101.50",
"068499","台郡國票75購01","913,000","28","410,940","0.41","0.53","0.39","0.51","+","0.09","0.51","25","0.52","35","111.00",
"068500","欣興富邦75購01","0","0","0","--","--","--","--"," ","0.00","0.38","10","0.40","20","16.80",
"068501","欣興富邦76購01","2,000","2","610","0.31","0.31","0.30","0.30","+","0.01","0.35","10","0.36","10","16.80",
"068502","和碩富邦75購01","0","0","0","--","--","--","--"," ","0.00","0.43","10","0.44","10","72.10",
"068503","GIS富邦75購01","0","0","0","--","--","--","--"," ","0.00","0.11","10","0.12","10","198.50",
"068504","儒鴻群益75購01","184,000","3","133,000","0.74","0.74","0.71","0.73","+","0.04","0.64","25","0.65","10","297.00",
"068505","和大群益75購02","0","0","0","--","--","--","--"," ","0.00","1.72","25","1.76","10","145.50",
"068506","上銀群益76購04","54,000","3","22,770","0.45","0.45","0.42","0.42","-","0.04","0.43","25","0.44","10","320.00",
"068507","旺宏群益75購02","0","0","0","--","--","--","--"," ","0.00","1.00","25","1.10","10","43.60",
"068508","光磊群益75購03","1,000","1","680","0.68","0.68","0.68","0.68","-","0.02","0.67","25","0.69","10","21.30",
"068509","億光群益75購01","153,000","10","81,070","0.53","0.53","0.51","0.51","X","0.00","0.50","25","0.51","10","45.25",
"068510","南亞科群益76購01","735,000","17","834,110","1.06","1.28","1.06","1.28","+","0.22","1.22","25","1.23","10","78.00",
"068511","長榮群益75購01","3,008,000","94","4,567,400","1.37","2.00","1.37","1.96","+","0.71","1.97","10","--","0","17.95",
"068512","TPK群益75購06","235,000","8","219,600","0.89","0.96","0.88","0.96","+","0.05","0.94","25","0.95","10","83.70",
"068513","隆達群益75購01","389,000","7","753,180","1.96","1.96","1.91","1.94","-","0.03","1.91","25","1.95","10","26.40",
"068514","和碩群益75購01","0","0","0","--","--","--","--"," ","0.00","0.24","25","0.25","10","72.10",
"068515","鎧勝群益75購04","1,435,000","10","695,780","0.49","0.49","0.48","0.48","-","0.06","0.51","25","0.52","10","101.50",
"068516","精英國票75購01","0","0","0","--","--","--","--"," ","0.00","0.35","25","0.36","35","19.80",
"068517","光磊國票75購01","0","0","0","--","--","--","--"," ","0.00","0.64","25","0.65","10","21.30",
"068518","致茂國票75購01","301,000","17","279,910","1.00","1.01","0.86","0.88","-","0.09","0.87","25","0.88","35","159.50",
"068519","潤泰全國票75購01","0","0","0","--","--","--","--"," ","0.00","0.68","25","0.69","10","50.50",
"068520","華通台新75購01","164,000","2","70,520","0.43","0.43","0.43","0.43","X","0.00","0.43","10","0.44","10","0.00",
"068521","億光台新75購01","0","0","0","--","--","--","--"," ","0.00","0.44","20","0.45","20","0.00",
"068522","群創台新76購01","297,000","5","189,110","0.64","0.64","0.63","0.63","+","0.02","0.63","20","0.64","20","0.00",
"068523","中租台新75購01","196,000","10","195,050","0.94","1.04","0.94","1.02","+","0.12","0.99","10","1.00","10","0.00",
"068524","儒鴻永豐75購01","320,000","4","158,600","0.51","0.51","0.47","0.49","+","0.02","0.46","10","0.47","10","297.00",
"068525","光磊永豐75購01","399,000","7","159,900","0.41","0.41","0.40","0.40","-","0.02","0.40","10","0.41","10","21.30",
"068526","華邦電永豐75購01","64,000","1","22,400","0.35","0.35","0.35","0.35","-","0.05","0.37","10","0.38","10","23.85",
"068527","億光永豐75購01","0","0","0","--","--","--","--"," ","0.00","0.25","10","0.26","10","45.25",
"068528","晶電永豐75購04","42,000","3","4,940","0.11","0.12","0.11","0.12","-","0.01","0.12","10","0.13","10","45.75",
"068529","智原永豐75購01","112,000","20","87,360","0.84","0.88","0.72","0.88","-","0.06","0.86","10","0.87","10","57.30",
"068530","長虹永豐75購01","955,000","12","453,430","0.43","0.50","0.43","0.50","+","0.05","0.50","10","0.51","10","79.00",
"068531","矽格永豐75購01","486,000","20","412,880","0.83","0.88","0.80","0.85","-","0.02","0.88","10","0.89","10","33.40",
"068532","晶電中信79購01","0","0","0","--","--","--","--"," ","0.00","0.31","10","0.32","10","45.75",
"068533","凌巨中信75購01","80,000","4","21,600","0.28","0.28","0.26","0.27"," ","0.00","0.26","30","0.27","30","19.20",
"068534","東陽凱基75購01","218,000","4","217,330","0.99","1.03","0.99","1.00","X","0.00","0.99","30","1.01","30","58.10",
"068535","東聯凱基75購01","2,514,000","93","3,260,530","1.29","1.38","1.18","1.22","-","0.07","1.21","30","1.22","30","31.50",
"068536","旺宏凱基75購02","0","0","0","--","--","--","--"," ","0.00","0.42","30","0.52","30","43.60",
"068537","貿聯凱基75購01","0","0","0","--","--","--","--"," ","0.00","0.90","30","0.91","30","282.00",
"068538","隆達凱基75購01","0","0","0","--","--","--","--"," ","0.00","2.25","30","2.34","30","26.40",
"068539","隆達凱基75購02","70,000","4","119,200","1.72","1.72","1.69","1.69","-","0.04","1.66","30","1.69","10","26.40",
"068540","新唐凱基75購02","2,000","1","780","0.39","0.39","0.39","0.39","+","0.07","0.38","30","0.39","30","64.10",
"068541","瀚宇博凱基75購01","219,000","8","324,330","1.47","1.52","1.39","1.52","+","0.13","1.40","30","1.42","30","21.45",
"068542","瀚宇博凱基75購02","1,739,000","53","1,767,380","1.03","1.08","0.97","0.98","-","0.05","0.98","40","0.99","30","21.45",
"068543","GIS日盛75購01","40,000","2","7,600","0.18","0.20","0.18","0.20","X","0.00","0.19","25","0.20","25","198.50",
"068544","S&P反1元大76購01","25,000","1","16,000","0.64","0.64","0.64","0.64","+","0.02","0.63","100","0.65","125","13.95",
"068545","國喬元大75購01","4,000","2","14,160","3.69","3.69","3.39","3.39","-","0.09","3.33","1","3.35","10","30.80",
"068546","華通元大75購03","1,004,000","18","560,100","0.49","0.60","0.49","0.57","+","0.07","0.58","100","0.59","100","40.00",
"068547","南亞科元大75購04","15,000","3","10,030","0.65","0.67","0.65","0.67","+","0.09","0.63","100","0.64","100","78.00",
"068548","晶電元大76購02","128,000","11","41,680","0.33","0.37","0.30","0.37"," ","0.00","0.35","100","0.37","50","45.75",
"068549","潤泰全元大75購02","982,000","20","1,160,530","1.18","1.19","1.15","1.18"," ","0.00","1.16","100","1.18","95","50.50",
"068550","智原元大75購02","93,000","19","141,360","1.60","1.72","1.40","1.72","-","0.26","1.62","100","1.72","7","57.30",
"068551","晶技元大75購01","20,000","1","14,600","0.73","0.73","0.73","0.73","-","0.01","0.74","100","0.75","100","39.70",
"068552","緯創元大75購02","309,000","9","159,280","0.53","0.53","0.46","0.47","-","0.02","0.47","80","0.48","100","23.80",
"068553","嘉澤元大77購01","2,863,000","50","3,745,820","1.32","1.35","1.26","1.30","-","0.06","1.27","130","1.28","100","199.50",
"068554","隆達元大75購01","150,000","16","416,090","2.81","2.81","2.72","2.72","-","0.10","2.69","100","2.76","50","26.40",
"068555","台郡元大75購01","424,000","8","202,240","0.42","0.56","0.42","0.56","+","0.12","0.55","100","0.56","94","111.00",
"068556","裕融元大75購01","324,000","14","347,720","1.07","1.09","1.05","1.07","-","0.03","1.05","100","1.09","100","110.00",
"068557","元油反統一75購01","10,000","1","5,600","0.56","0.56","0.56","0.56","-","0.01","0.51","216","0.52","108","16.82",
"068558","旺宏統一75購01","10,000","1","2,800","0.28","0.28","0.28","0.28","-","0.03","0.26","108","0.27","10","43.60",
"068559","滬深2X元富77購03","15,000","3","21,370","1.40","1.49","1.40","1.49","+","0.16","1.50","25","1.51","10","19.69",
"068560","滬深2X元富7B購01","811,000","41","824,740","0.93","1.05","0.93","1.05","+","0.18","1.05","25","1.06","26","19.69",
"068561","卜蜂元富75購01","316,000","4","188,440","0.60","0.60","0.59","0.59","+","0.01","0.58","25","0.59","25","64.70",
"068562","南亞元富75購02","1,902,000","46","2,321,950","1.26","1.27","1.13","1.22","-","0.06","1.22","25","1.23","25","77.00",
"068563","國巨元富75購01","62,000","3","225,680","3.62","3.79","3.62","3.79","+","0.02","3.72","25","3.79","8","354.00",
"068564","國巨元富75購02","197,000","8","780,290","3.98","4.02","3.69","4.02","+","0.02","4.11","25","4.16","10","354.00",
"068565","台積電元富75購01","210,000","3","71,300","0.33","0.34","0.33","0.34","+","0.07","0.34","25","0.35","25","232.50",
"068566","台積電元富75購02","10,000","1","5,000","0.50","0.50","0.50","0.50","+","0.06","0.49","25","0.50","25","232.50",
"068567","鴻準元富75購01","200,000","4","120,010","0.61","0.61","0.60","0.60"," ","0.00","0.60","225","0.61","25","85.00",
"068568","大同元富75購01","0","0","0","--","--","--","--"," ","0.00","3.41","25","3.51","10","19.30",
"068569","大同元富75購02","10,000","1","42,900","4.29","4.29","4.29","4.29","+","0.07","4.24","25","4.32","10","19.30",
"068570","元大金元富75購01","3,363,000","43","2,162,710","0.63","0.66","0.63","0.66","+","0.01","0.65","25","0.66","20","13.80",
"068571","欣興元富75購01","166,000","9","67,240","0.37","0.42","0.37","0.42","+","0.06","0.42","25","0.43","25","16.80",
"068572","緯創元富75購01","113,000","3","45,170","0.39","0.40","0.39","0.40","-","0.02","0.39","25","0.40","25","23.80",
"068573","緯創元富75購02","120,000","4","30,650","0.29","0.29","0.25","0.25","-","0.01","0.25","25","0.26","25","23.80",
"068574","華通國泰77購03","234,000","4","157,080","0.62","0.76","0.62","0.76","+","0.15","0.73","499","0.75","340","40.00",
"068575","光磊國泰76購01","864,000","22","947,050","1.11","1.12","1.09","1.10","-","0.06","1.10","350","1.11","210","21.30",
"068576","晶電國泰76購01","0","0","0","--","--","--","--"," ","0.00","0.38","499","0.48","125","45.75",
"068577","晶電國泰76購02","0","0","0","--","--","--","--"," ","0.00","0.44","499","--","0","45.75",
"068578","微星富邦75購01","470,000","19","648,420","1.25","1.42","1.18","1.41","+","0.19","1.40","10","1.41","10","79.90",
"068579","潤泰全富邦76購01","361,000","11","461,490","1.29","1.29","1.27","1.28","-","0.06","1.28","10","1.31","10","50.50",
"068580","鎧勝富邦75購01","1,022,000","32","414,520","0.43","0.43","0.40","0.41","-","0.03","0.42","20","0.44","20","101.50",
"068581","力成富邦76購01","1,000","1","500","0.50","0.50","0.50","0.50","X","0.00","0.50","10","0.51","10","87.80",
"068582","華邦電群益75購04","847,000","8","532,620","0.63","0.65","0.61","0.64","-","0.10","0.72","25","0.73","10","23.85",
"068583","鴻準群益75購02","199,000","1","83,580","0.42","0.42","0.42","0.42","-","0.05","0.44","25","0.45","10","85.00",
"068584","美律群益75購01","786,000","10","680,980","0.86","0.92","0.80","0.88"," ","0.00","0.88","25","0.89","10","197.00",
"068585","晶電群益76購04","0","0","0","--","--","--","--"," ","0.00","0.25","25","0.26","10","45.75",
"068586","東陽兆豐76購01","80,000","4","45,400","0.56","0.57","0.56","0.57","+","0.02","0.56","10","0.57","10","58.10",
"068587","鴻海兆豐77購03","0","0","0","--","--","--","--"," ","0.00","0.05","86","0.09","100","95.00",
"068588","台積電兆豐76購02","0","0","0","--","--","--","--"," ","0.00","0.33","10","0.34","10","232.50",
"068589","致茂兆豐76購01","188,000","7","250,820","1.37","1.37","1.25","1.25","-","0.24","1.24","10","1.26","10","159.50",
"068590","南亞科兆豐75購03","343,000","10","157,660","0.42","0.47","0.42","0.47","X","0.00","0.42","10","0.43","10","78.00",
"068591","建準兆豐75購01","110,000","2","31,400","0.30","0.30","0.28","0.28","-","0.05","0.26","10","0.27","10","50.30",
"068592","晶電兆豐75購01","0","0","0","--","--","--","--"," ","0.00","0.20","10","0.21","10","45.75",
"068593","奇力新兆豐75購01","668,000","11","247,560","0.36","0.39","0.36","0.38","+","0.06","0.37","10","0.40","10","101.00",
"068594","國泰金兆豐75購01","171,000","16","199,620","1.11","1.25","1.11","1.25","+","0.17","1.24","10","1.25","10","54.20",
"068595","群創兆豐75購02","181,000","7","109,000","0.60","0.62","0.60","0.62","+","0.02","0.62","10","0.63","10","12.45",
"068596","致伸兆豐75購01","194,000","8","146,760","0.70","0.83","0.70","0.80","+","0.18","0.79","10","0.80","8","82.60",
"068597","滬深2X中信78購01","180,000","6","169,600","0.92","0.95","0.92","0.95","+","0.13","0.96","99","0.97","99","19.69",
"068598","晶電中信7B購02","300,000","3","95,000","0.31","0.32","0.31","0.32"," ","0.00","0.32","10","0.33","10","45.75",
"068599","晶電台新75購03","0","0","0","--","--","--","--"," ","0.00","0.18","10","0.23","30","0.00",
"068600","宏達電台新75購01","22,000","2","27,790","1.27","1.27","1.24","1.24"," ","0.00","1.23","10","1.26","10","0.00",
"068601","潤泰全台新76購01","0","0","0","--","--","--","--"," ","0.00","0.93","20","0.95","20","0.00",
"068602","明泰台新77購01","100,000","2","104,500","1.04","1.05","1.04","1.05","X","0.00","1.03","10","1.04","10","0.00",
"068603","TPK台新75購02","0","0","0","--","--","--","--"," ","0.00","0.46","10","0.47","10","0.00",
"068604","華夏永豐75購01","345,000","19","600,700","1.75","1.84","1.71","1.76","+","0.10","1.78","10","1.79","10","32.95",
"068605","華通永豐75購02","0","0","0","--","--","--","--"," ","0.00","0.34","10","0.35","10","40.00",
"068606","潤泰全永豐75購01","429,000","6","226,600","0.53","0.53","0.52","0.53","-","0.02","0.53","10","0.54","10","50.50",
"068607","中磊永豐75購01","108,000","10","114,420","1.07","1.10","1.02","1.10"," ","0.00","1.08","10","1.09","10","85.30",
"068608","達方永豐75購01","573,000","11","270,780","0.46","0.48","0.46","0.47","+","0.03","0.46","10","0.47","3","30.30",
"068609","廣華元大75購01","373,000","19","360,230","0.97","1.00","0.95","0.98","-","0.01","0.98","100","1.00","100","115.50",
"068610","儒鴻元大75購02","143,000","5","82,440","0.60","0.62","0.56","0.56","-","0.01","0.54","100","0.57","100","297.00",
"068611","中砂元大75購01","429,000","42","737,160","1.82","1.82","1.67","1.72","-","0.15","1.71","100","1.72","40","85.30",
"068612","台積電元大75購03","46,000","5","22,760","0.48","0.50","0.48","0.50","+","0.10","0.50","100","0.51","100","232.50",
"068613","旺宏元大75購02","70,000","4","24,600","0.32","0.36","0.32","0.36","-","0.05","0.34","100","0.35","100","43.60",
"068614","光磊元大75購02","36,000","4","26,240","0.75","0.75","0.72","0.72","-","0.04","0.73","100","0.74","10","21.30",
"068615","億光元大75購01","100,000","1","39,000","0.39","0.39","0.39","0.39","X","0.00","0.38","100","0.39","100","45.25",
"068616","億光元大76購01","5,000","1","1,900","0.38","0.38","0.38","0.38","X","0.00","0.37","100","0.38","100","45.25",
"068617","晶電元大75購06","0","0","0","--","--","--","--"," ","0.00","0.34","100","0.36","10","45.75",
"068618","晶電元大76購03","0","0","0","--","--","--","--"," ","0.00","0.26","2","0.27","10","45.75",
"068619","全新元大75購03","0","0","0","--","--","--","--"," ","0.00","3.15","100","3.25","10","95.00",
"068620","裕民元大76購01","576,000","27","528,180","0.87","0.97","0.86","0.96","+","0.08","0.95","100","0.96","100","37.30",
"068621","群創元大76購01","0","0","0","--","--","--","--"," ","0.00","0.74","100","0.76","100","12.45",
"068622","健策元大75購01","140,000","4","95,250","0.68","0.69","0.68","0.69","X","0.00","0.68","100","0.69","95","68.00",
"068623","眾達元大75購01","253,000","10","241,320","0.95","0.98","0.94","0.98","-","0.02","0.98","100","0.99","100","117.00",
"068624","乙盛元大76購01","53,000","6","36,170","0.69","0.69","0.67","0.69","-","0.01","0.69","100","0.70","100","45.20",
"068625","鎧勝元大76購01","550,000","8","294,000","0.56","0.56","0.52","0.52","-","0.04","0.52","100","0.54","100","101.50",
"068626","亞翔元大75購01","100,000","12","52,320","0.52","0.53","0.52","0.53"," ","0.00","0.53","100","0.54","100","34.20",
"068627","滬深2X凱基75購01","645,000","14","1,093,060","1.52","1.77","1.52","1.77","+","0.26","1.78","30","1.79","30","19.69",
"068628","元油反凱基75購01","20,000","1","12,800","0.64","0.64","0.64","0.64","-","0.03","0.62","30","0.63","30","16.82",
"068629","儒鴻凱基75購02","895,000","37","879,140","1.00","1.01","0.92","0.93","+","0.01","0.93","30","0.95","30","297.00",
"068630","上銀凱基75購01","161,000","4","105,460","0.67","0.67","0.64","0.64","-","0.04","0.64","35","0.65","30","320.00",
